SKU,Marca,Modelo,PrecioNormal,PrecioInternet,Descripcion,Imagen,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Categoria6,Categoria7,Categoria8
3691664,Skechers,Zapatilla Negra 13530,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3691664.jpeg,Moda  ,Calzado Mujer,Zapatos,,,,,
3772984,Muebles Sur,Silla Judy Cuero Reconstituido Blanco,0,64900,a,http://integra.ing.puc.cl/IMAGENESTI/3772984.jpeg,Muebles,Comedor,Sillas de Comedor,,,,,
3564580,Marmot,Cortavientos Hombre Rincon Negra,0,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3564580.jpeg,Moda  ,Carteras,Carteras Urbanas,,,,,
2953016,FDV,Cava de Vino 32 botellas,0,169990,a,http://integra.ing.puc.cl/IMAGENESTI/2953016.jpeg,Especiales ,,,,,,,
3695917,Mica,Mesa Centro Parson,59990,39990,a,http://integra.ing.puc.cl/IMAGENESTI/3695917.jpeg,Muebles,Living,Bergers,,,,,
3466101,Teeez,Bold Eyeliner Pencil Sexy 12,0,3390,a,http://integra.ing.puc.cl/IMAGENESTI/3466101.jpeg,Belleza,Marcas Belleza,,,,,,
3623405,Aldo,Zapato Negro Miclette 91,59900,24900,a,http://integra.ing.puc.cl/IMAGENESTI/3623405.jpeg,Calzado ,Marcas Calzado,,,,,,
2564518,Remington,Vibromasaje Spa F7027,29990,19990,a,http://integra.ing.puc.cl/IMAGENESTI/2564518.jpeg,Belleza,Belleza Hombre,Salud y Bienestar,,,,,
3150359,Mica,Rack Vitale 46 pulgadas tabaco,129900,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3150359.jpeg,Living,,,,,,,
3721365,Lorus By Seiko,Reloj Hombre RS969AX9,0,109990,a,http://integra.ing.puc.cl/IMAGENESTI/3721365.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
3818723,Mountain Gear,Zapatilla Hombre Nanga,0,21990,a,http://integra.ing.puc.cl/IMAGENESTI/3818723.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Running,2 a 4 veces,Asfalto,Trail,Neutro,Futbol
3557689,Hook,Set Patines En Linea Princesas,29990,21990,a,http://integra.ing.puc.cl/IMAGENESTI/3557689.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,Carpas,Neveras,Sacos de Dormir,
3654115,Benetton,Set Bandeja 3 Pocillos Cuadrado Colores,5990,3990,a,http://integra.ing.puc.cl/IMAGENESTI/3654115.jpeg,Decohogar,Menaje Comedor,Bandejas y Fuentes,,,,,
880178048,Sybilla,Mochila Stripes Multicolor,12990,7990,a,http://integra.ing.puc.cl/IMAGENESTI/880178048.jpeg,Moda  ,Carteras,,,,,,
3635601,Mica,Bandeja Rectangular Puntos,3990,2490,a,http://integra.ing.puc.cl/IMAGENESTI/3635601.jpeg,Decohogar,Menaje Comedor,Bandejas y Fuentes,,,,,
880115473,Mica,Faldon Magenta 1.5 Plazas,0,8990,a,http://integra.ing.puc.cl/IMAGENESTI/880115473.jpeg,Dormitorio,Ropa de Cama,Accesorios de Dormitorio,Cojines,,,,
3363304,Benefit,Sacapuntas,0,3490,a,http://integra.ing.puc.cl/IMAGENESTI/3363304.jpeg,Belleza,Marcas Belleza,Benefit,,,,,
3813866,Falabella Movil,MFalab Kit Micro ,0,1990,a,http://integra.ing.puc.cl/IMAGENESTI/3813866.jpeg,Falabella TV,Oportunidades,Soluciones y conveniencia,Hogar,,,,
3787109,Lee,Jeans Bermuda 49502005IL,0,26990,a,http://integra.ing.puc.cl/IMAGENESTI/3787109.jpeg,Moda  ,Vestuario Hombre,Camisas,,,,,
3624967,Rona,Copa Gala Tinto 350 ml,0,1990,a,http://integra.ing.puc.cl/IMAGENESTI/3624967.jpeg,Decohogar,Falabella TV,,,,,,
3653361,Fossil,Reloj Hombre Esfera Azul,0,119900,a,http://integra.ing.puc.cl/IMAGENESTI/3653361.jpeg,Moda  ,Carteras,Carteras Urbanas,,,,,
3633553,Willex,Alforja Doble Bisonyl 46 Litros Gris Oscuro,0,33990,a,http://integra.ing.puc.cl/IMAGENESTI/3633553.jpeg,Deportes,Accesorios Deportivos,,,,,,
3591986,Bebesit,Coche Travel Aspen 5154 Negro,259990,199800,a,http://integra.ing.puc.cl/IMAGENESTI/3591986.jpeg,Infantil,Especiales infantiles,Especial Marca,,,,,
3833528,Diesel,Zapato Taupe joyful T8031,75000,34990,a,http://integra.ing.puc.cl/IMAGENESTI/3833528.jpeg,Calzado ,Calzado Hombre,,,,,,
3629486,Mamas and Papas,Silla de Comer Pixi Raspberry,0,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3629486.jpeg,Infantil,Especiales infantiles,Especial Marca,,,,,
2858486,OPI,Crema Hidratante y Revitalizante de Manos y Cuerpo 200 ml,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/2858486.jpeg,Belleza,Cuerpo,Manos y Pies ,,,,,
3363174,Benefit,Maquillaje Labios y Mejillas Cha Cha Tint,0,20990,a,http://integra.ing.puc.cl/IMAGENESTI/3363174.jpeg,Belleza,Marcas Belleza,Benefit,,,,,
2865511,Burts Bees,Body Wash - Pepp y Rosem,0,8990,a,http://integra.ing.puc.cl/IMAGENESTI/2865511.jpeg,Belleza,Cuerpo,Limpieza ,,,,,
3720338,Bebeglo,Correpasillos Rs-1512 Celeste,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3720338.jpeg,Infantil,Especiales infantiles,Mundo sobre ruedas,,,,,
2488508,Garnier,Crema CuIdado Multi-Activo Noche 50 ml,6990,4890,a,http://integra.ing.puc.cl/IMAGENESTI/2488508.jpeg,Belleza,Rostro,Hidratantes,,,,,
880143091,Sybilla,Polera Cuello Redondo Negro,0,3990,a,http://integra.ing.puc.cl/IMAGENESTI/880143091.jpeg,Moda  ,Vestuario Mujer,Blazers y Chaquetas,,,,,
3787039,Lee,Jeans Azul 49500206LB,0,31990,a,http://integra.ing.puc.cl/IMAGENESTI/3787039.jpeg,Moda  ,Vestuario Hombre,Jeans,,,,,
2521168,Antonio Banderas,Perfume Seduction In Black EDT 50 ml,11990,10290,a,http://integra.ing.puc.cl/IMAGENESTI/2521168.jpeg,Especiales Belleza,Imperdibles Belleza,,,,,,
3630648,Bosch,Cafetera Negra ,39990,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3630648.jpeg,Falabella TV,Cocina,Cocina entretenida,,,,,
880171765,Mossimo,Polera Pretina Ancha Azul,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/880171765.jpeg,Moda  ,Marcas Moda,Desigual,Mossimo,,,,
3511431,Juegos,Rubiks Race,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3511431.jpeg,Especiales ,Caribe Divertido Hasbro,,,,,,
3691745,Skechers,Zapatilla Gris 22237,0,34990,a,http://integra.ing.puc.cl/IMAGENESTI/3691745.jpeg,Moda  ,Calzado Mujer,Zapatos,,,,,
880133125,Mica,Almohada Pluma Bicolor Pur/Mag ,0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/880133125.jpeg,Dormitorio,Ropa de Cama,Frazadas,,,,,
3867779,Bianchi,Bicicleta Aro 24 Classic Tx30,0,99900,a,http://integra.ing.puc.cl/IMAGENESTI/3867779.jpeg,Deportes,Bicicletas ,Bicicletas Ruta-Pista,Ver Todas Las Bicicletas ,,,,
3176329,Mica,Mesa Lateral Prisma blanca,89990,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3176329.jpeg,Decohogar,Bar,,,,,,
3871560,Rosen,Divan Cama Ergo T + Muebles Greco + Textil,489990,319990,a,http://integra.ing.puc.cl/IMAGENESTI/3871560.jpeg,Especiales ,Ergo-t,,,,,,
1351924,Flex,Box Spring Moddula 2 Plazas B/D 150 x 200 cm,209990,199990,a,http://integra.ing.puc.cl/IMAGENESTI/1351924.jpeg,Dormitorio,Box Spring,Box Spring 2 Plazas,,,,,
3656172,Mica,Espaguetero Silicona Turquesa,0,1990,a,http://integra.ing.puc.cl/IMAGENESTI/3656172.jpeg,Decohogar,Menaje Comedor,Loza a Granel,,,,,
3792370,Hugo Boss,Reloj Hombre Negro,0,149900,a,http://integra.ing.puc.cl/IMAGENESTI/3792370.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
3870419,Lacoste,Zapatilla Urbana Gris Sevrin 2,0,56800,a,http://integra.ing.puc.cl/IMAGENESTI/3870419.jpeg,Calzado ,Calzado Hombre,Mocasines,,,,,
3685201,Asics,Zapatilla Hombre Gt-1000 ,0,74990,a,http://integra.ing.puc.cl/IMAGENESTI/3685201.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Running, 1 vez a la semana,Trail,,,
3720902,Play Doh,Amigos Constructores,0,3990,a,http://integra.ing.puc.cl/IMAGENESTI/3720902.jpeg,Especiales ,,,,,,,
3265929,Hello Kitty,Set Playa,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3265929.jpeg,Deportes,Otros Deportes,Camping ,Neveras,,,,
3311583,Gama,Mini Masajeador Glow X3,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/3311583.jpeg,Belleza,Belleza Hombre,Salud y Bienestar,,,,,
3666100,Playskool,Mph Green Hat Container Eu,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3666100.jpeg,Especiales ,Caribe Divertido Hasbro,,,,,,
3618640,Mango,Jersey Omar,29990,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3618640.jpeg,Moda  ,Vestuario Mujer,Sweaters y Chalecos,,,,,
3807649,Celta,Cama Americana Apolo Full,169990,119990,a,http://integra.ing.puc.cl/IMAGENESTI/3807649.jpeg,Dormitorio,Camas Americanas,Cama Americana 2 Plazas,,,,,
3570154,Bebesit,Coche Travel System Dog Red 5212T,109990,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3570154.jpeg,Deportes,Fitness,Yoga y Pilates,,,,,
3721303,Mica,Rack Bancada Bella,179990,89990,a,http://integra.ing.puc.cl/IMAGENESTI/3721303.jpeg,Dormitorio,Muebles Dormitorio,Muebles Organizadores,Racks,,,,
3353556,Mica,Set 2 Piezas Servir Verde,0,1490,a,http://integra.ing.puc.cl/IMAGENESTI/3353556.jpeg,Decohogar,Menaje Cocina,Sartenes y Wok,,,,,
3813038,Clinique,Set de 3 Pasos Tipo de Piel 2 Seca Combinada,0,39990,a,http://integra.ing.puc.cl/IMAGENESTI/3813038.jpeg,Belleza,Rostro,Limpieza,,,,,
3787046,Lee,Jeans Azul 49500206RA,0,31990,a,http://integra.ing.puc.cl/IMAGENESTI/3787046.jpeg,Moda  ,Vestuario Hombre,Camisas,,,,,
3611522,Mica,Ensaladera 29 cm Rayas,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/3611522.jpeg,Decohogar,Menaje Comedor,Bandejas y Fuentes,,,,,
3900413,Sybilla,Jeans Blue Fluor,0,7990,a,http://integra.ing.puc.cl/IMAGENESTI/3900413.jpeg,Moda  ,Vestuario Mujer,Faldas,Pantalones ,,,,
2657699,Clinique,Crema Hidratante Antiarrugas Noche Piel Mixta 50 ml,0,52900,a,http://integra.ing.puc.cl/IMAGENESTI/2657699.jpeg,Belleza,Rostro,Hidratantes,,,,,
3478038,Be Feelosophy,Crema de Manos Aromatherapy Energy 100 ml,0,4900,a,http://integra.ing.puc.cl/IMAGENESTI/3478038.jpeg,Belleza,Marcas Belleza,Mavala,Zoya,Amano,Be Feelosophy,,
3720449,Mica,Cojin Knitted Naranjo 40 x 40 cm,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/3720449.jpeg,Dormitorio,Ropa de Cama,Accesorios de Dormitorio,Cojines,,,,
3710973,Adidas,Zapatilla Mujer Blueject,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3710973.jpeg,Deportes,Zapatillas,Ver Todo Zapatillas,,,,,
3634991,Lacoste,Zapatilla Azul Studland Eo,0,74800,a,http://integra.ing.puc.cl/IMAGENESTI/3634991.jpeg,Calzado ,Calzado Hombre,Mocasines,,,,,
3017640,Luis Felipe Edwards,Pack 2 Vinos Pupilla,0,4690,a,http://integra.ing.puc.cl/IMAGENESTI/3017640.jpeg,Regalos,Por Eventos,,,,,,
3633254,Kor,Botella Aura 500 ml Rosada,0,8990,a,http://integra.ing.puc.cl/IMAGENESTI/3633254.jpeg,Infantil,Especiales infantiles,Mundo Lego,,,,,
3870469,Lacoste,Zapatilla Urbana Azul Gilford 8,0,69800,a,http://integra.ing.puc.cl/IMAGENESTI/3870469.jpeg,Calzado ,Calzado Hombre,Mocasines,,,,,
3514079,Mica,Tabla Cortar Redonda 26 cm Madera Acacia,0,6990,a,http://integra.ing.puc.cl/IMAGENESTI/3514079.jpeg,Decohogar,Menaje Cocina,Bowls y Fuentes,Cuchillos de Cocina,Teteras y Cafeteras,,,
880178836,Americanino,Cartera Tote Negra,0,16990,a,http://integra.ing.puc.cl/IMAGENESTI/880178836.jpeg,Moda  ,Carteras,Carteras Urbanas,,,,,
3289396,Transformers,Mundo Cyberverse Legion,0,3990,a,http://integra.ing.puc.cl/IMAGENESTI/3289396.jpeg,Deportes,Zapatillas,Zapatillas Hombre,,,,,
3472173,Einhell,Enfriador de Aire,79990,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3472173.jpeg,Falabella TV,Hogar,Facilita tu vida,,,,,
2968197,Sony ,Sharp Shooter Move PS3 ,24990,14990,a,http://integra.ing.puc.cl/IMAGENESTI/2968197.jpeg,Especiales ,Video juegos The Greatest hits,,,,,,
3613652,Desigual,Vestido Amarillo Estampado  ,0,84900,a,http://integra.ing.puc.cl/IMAGENESTI/3613652.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
2865069,Burts Bees,"Labial con Brillo Caramel 2,6 gr",0,4990,a,http://integra.ing.puc.cl/IMAGENESTI/2865069.jpeg,Belleza,Marcas Belleza,Burts Bees,,,,,
2865509,Burts Bees,Body Wash - Citrus y Ginger Root,0,8990,a,http://integra.ing.puc.cl/IMAGENESTI/2865509.jpeg,Belleza,Cuerpo,Limpieza ,,,,,
3446639,Mica,Silla de Comedor Oviedo,39990,34990,a,http://integra.ing.puc.cl/IMAGENESTI/3446639.jpeg,Muebles,Comedor,Mesas de Comedor,,,,,
3695140,Biotherm,Total Perfeccionador de Rostro 40 ml,0,32990,a,http://integra.ing.puc.cl/IMAGENESTI/3695140.jpeg,Belleza,Belleza Hombre,Cremas y Tratamientos,,,,,
3676814,Blu,Mancuerna Vector 0.9 Kg ,0,2490,a,http://integra.ing.puc.cl/IMAGENESTI/3676814.jpeg,Deportes,Fitness,Yoga y Pilates,,,,,
3610517,LG,Side By Side GC-J237JSPN 614 lt,0,1399990,a,http://integra.ing.puc.cl/IMAGENESTI/3610517.jpeg,Especiales ,Door in Door LG,,,,,,
3867982,Celta,Respaldo Sevilla 1 Plaza,49990,34990,a,http://integra.ing.puc.cl/IMAGENESTI/3867982.jpeg,Dormitorio,Muebles Dormitorio,,,,,,
3363056,Benefit,Potenciador de Luminosidad Rostro,0,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3363056.jpeg,Belleza,Marcas Belleza,Benefit,,,,,
2823197,Banana Boat,Protector Solar Ultra Defense Sheer Fps30 236 ml,0,6990,a,http://integra.ing.puc.cl/IMAGENESTI/2823197.jpeg,Belleza,Cuerpo,Manos y Pies ,,,,,
3452218,Primus,Juego de Cubiertos,0,9900,a,http://integra.ing.puc.cl/IMAGENESTI/3452218.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,,,,
3564680,Marmot,Polera Lisa Crissy Negra,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3564680.jpeg,Moda  ,Relojes,Reloj Hombre,,,,,
3555332,Bestway,Castillo Inflable Belles ,24990,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3555332.jpeg,Deportes,Accesorios Deportivos,Vestuario Outdoor,,,,,
3867750,Bianchi,Bicicleta Aro 12 Goliat Rojo,0,54900,a,http://integra.ing.puc.cl/IMAGENESTI/3867750.jpeg,Deportes,Bicicletas ,Bicicletas Ruta-Pista,,,,,
3651226,Mica,Cubetera Pez Rojo,0,1290,a,http://integra.ing.puc.cl/IMAGENESTI/3651226.jpeg,Decohogar,Comedor Fino,,,,,,
279857,Clinique,Gel Crema Hidratante Contorno Ojos 15 ml,0,32300,a,http://integra.ing.puc.cl/IMAGENESTI/279857.jpeg,Belleza,Rostro,Contorno de ojos,,,,,
460272,Casa Silva,Casa Silva Reserva Cabernet Sauvignon 750 ml,0,7190,a,http://integra.ing.puc.cl/IMAGENESTI/460272.jpeg,,,,,,,,
3317497,Clarins,Crema de  Rostro Antiarrugas 50 ml,0,54990,a,http://integra.ing.puc.cl/IMAGENESTI/3317497.jpeg,Belleza,Cuerpo,Limpieza ,,,,,
3701437,Reebok ,Zapatilla Hombre Somerset,0,19990,a,http://integra.ing.puc.cl/IMAGENESTI/3701437.jpeg,Deportes,Bicicletas ,Bicicletas Freestyle,,,,,
3408092,FDV,Horno Empotrable Classic 2.0,0,169900,a,http://integra.ing.puc.cl/IMAGENESTI/3408092.jpeg,Electrohogar,Cocina,Encimeras,,,,,
3619605,Biotherm,Blue Therapy Serum Antiedad 50 ml,0,59990,a,http://integra.ing.puc.cl/IMAGENESTI/3619605.jpeg,Belleza,Rostro,Serums,,,,,
3825990,Hadaki,Cartera Grande Arabesque Multicolor,0,22990,a,http://integra.ing.puc.cl/IMAGENESTI/3825990.jpeg,Moda  ,Carteras,Carteras Urbanas,,,,,
3897928,Kibuky,Oso en Canasto Girl,0,35490,a,http://integra.ing.puc.cl/IMAGENESTI/3897928.jpeg,Regalos,Por Eventos,,,,,,
3702161,Kross,Pack 4 Crevezas + Vaso,5490,4990,a,http://integra.ing.puc.cl/IMAGENESTI/3702161.jpeg,Regalos,Por Eventos,,,,,,
3367941,Mica,Alfombra Cotton 60 x 110 cm Dhurrie White,19990,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3367941.jpeg,Dormitorio,Muebles Dormitorio,Muebles Organizadores,Racks,,,,
3177324,Case Logic,Mochila DLBP-114 Rojo ,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3177324.jpeg,Decohogar,Falabella TV,,,,,,
3807648,Celta,Cama Americana Apolo 1.5 Plaza,139990,99990,a,http://integra.ing.puc.cl/IMAGENESTI/3807648.jpeg,Dormitorio,Camas Americanas,Cama Americana 1 Plaza,,,,,
3613496,Desigual,Vestido Corto Multicolor ,0,54900,a,http://integra.ing.puc.cl/IMAGENESTI/3613496.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
3363040,Benefit,Corrector para Sombras de Ojos,0,17990,a,http://integra.ing.puc.cl/IMAGENESTI/3363040.jpeg,Belleza,Marcas Belleza,Benefit,,,,,
880172875,Basement,Vestido Estampado Amarillo,14990,9990,a,http://integra.ing.puc.cl/IMAGENESTI/880172875.jpeg,Moda  ,Marcas Moda,Desigual,Mossimo,,,,
3671077,King Roast,Brasero CP069,29990,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3671077.jpeg,Decohogar,Menaje Cocina,Ollas y Cacerolas,,,,,
2488516,Garnier,Crema Hidratante Pure,3890,2690,a,http://integra.ing.puc.cl/IMAGENESTI/2488516.jpeg,Belleza,Rostro,,,,,,
3513611,Nuqleo,Celular Cromo,0,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3513611.jpeg,Falabella TV,Cocina,Cocina entretenida,,,,,
3709004,Adidas,Chaqueta Sport G69219 Azul,0,34990,a,http://integra.ing.puc.cl/IMAGENESTI/3709004.jpeg,Deportes,Accesorios Deportivos,Vestuario Outdoor,Pantalones,,,,
3629476,Mamas and Papas,Silla de Auto Aton Jack,0,129990,a,http://integra.ing.puc.cl/IMAGENESTI/3629476.jpeg,Decohogar,Bar,Accesorios Bar,,,,,
2799544,Christian Dior,Exfoliante Rostro 75 ml,0,19900,a,http://integra.ing.puc.cl/IMAGENESTI/2799544.jpeg,Belleza,Cuerpo,Limpieza ,,,,,
3394017,Mica,Estante Escala 3 Repisas 2 Puertas,199990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3394017.jpeg,Muebles,Home Office,,,,,,
3900408,Sybilla,Jeans Aqua Fluor,0,7990,a,http://integra.ing.puc.cl/IMAGENESTI/3900408.jpeg,Moda  ,Vestuario Mujer,Faldas,Pantalones ,,,,
3363300,Benefit,Cepillo aplicador de Base Maquillaje,0,16990,a,http://integra.ing.puc.cl/IMAGENESTI/3363300.jpeg,Belleza,Marcas Belleza,Benefit,,,,,
3695779,Microlab,"Tablet  9"" 512MB Wi - Fi",99990,69990,a,http://integra.ing.puc.cl/IMAGENESTI/3695779.jpeg,Ultraportable,,,,,,,
3466409,Benefit,Perfume Gina EDT 30 ml,0,24990,a,http://integra.ing.puc.cl/IMAGENESTI/3466409.jpeg,Belleza,Marcas Belleza,Benefit,,,,,
3281167,Mica,Home Venecia tabaco,109990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3281167.jpeg,Muebles,Sala de Estar,Poufs,,,,,
2151099,Rosatel,Caja 6 Rosas Blancas,0,21990,a,http://integra.ing.puc.cl/IMAGENESTI/2151099.jpeg,Regalos,Para Ella,Belleza y Spa,,,,,
69422,Cacharel,Desodorante Anais Anais Spray ,0,12490,a,http://integra.ing.puc.cl/IMAGENESTI/69422.jpeg,Belleza,Cuerpo,Limpieza ,,,,,
3877837,Puddle Jumper,Salvavidas Delfin 3D,0,16990,a,http://integra.ing.puc.cl/IMAGENESTI/3877837.jpeg,Deportes,Accesorios Deportivos,Vestuario Outdoor,,,,,
3472233,Aldo,Zapato Negro Donella 91,74900,29900,a,http://integra.ing.puc.cl/IMAGENESTI/3472233.jpeg,Moda  ,Marcas Moda,Warehouse,,,,,
2865508,Burts Bees,Body Lotion Radiance con Jalea Real,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/2865508.jpeg,Belleza,Spa,Set de Spa,,,,,
3552670,Go Travel,Cinta Seguridad TSA Equipaje Rosada,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3552670.jpeg,Decohogar,Falabella TV,,,,,,
3640999,Apple,MacBook Pro Retina Intel Core i7 16GB/512,1699990,1499990,a,http://integra.ing.puc.cl/IMAGENESTI/3640999.jpeg,Especiales ,MacBook Air,,,,,,
880155986,Mossimo,Polera Cuello V Gris,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/880155986.jpeg,Moda  ,Marcas Moda,Desigual,Mossimo,,,,
1955473,Christian Dior,Dior Bronze Autobronzant Eclat Naturel 50 ml,0,20700,a,http://integra.ing.puc.cl/IMAGENESTI/1955473.jpeg,Belleza,Rostro,Contorno de ojos,,,,,
3479615,Clarks,Zapato Negro 20341228,59990,54990,a,http://integra.ing.puc.cl/IMAGENESTI/3479615.jpeg,Regalos,Para Ella,Flores,Cajas de Rosas,,,,
3562447,Sindelen,Refrigerador No Frost RD-7000SIL 165 lt,0,179990,a,http://integra.ing.puc.cl/IMAGENESTI/3562447.jpeg,Especiales ,,,,,,,
3871438,Rosen,Box Spring Ergo T 1.5 Plazas + Textil,289990,189990,a,http://integra.ing.puc.cl/IMAGENESTI/3871438.jpeg,Especiales ,Ergo-t,,,,,,
3535709,Bten,"Funda Notebook 15"" Negro/Gris",9990,3990,a,http://integra.ing.puc.cl/IMAGENESTI/3535709.jpeg,Falabella TV,Oportunidades,Soluciones y conveniencia,,,,,
880171429,Mossimo,Polera Plieges Negra,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/880171429.jpeg,Moda  ,Marcas Moda,Desigual,,,,,
3338862,Mica,Mesa de Arrimo Estocolmo Chocolate,99990,79990,a,http://integra.ing.puc.cl/IMAGENESTI/3338862.jpeg,Muebles,Living,Arrimos,,,,,
2865045,Burts Bees,Baby Bee Diaper Ointment 57 G,0,6990,a,http://integra.ing.puc.cl/IMAGENESTI/2865045.jpeg,Belleza,Spa,,,,,,
3358799,Marmot,Mini Hauler Duf Negro,0,9990,a,http://integra.ing.puc.cl/IMAGENESTI/3358799.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,,,,
3557697,Puddle Jumper,Salvavida Naranjo,0,10990,a,http://integra.ing.puc.cl/IMAGENESTI/3557697.jpeg,Deportes,Accesorios Deportivos,Vestuario Outdoor,,,,,
3414531,Mica,Mueble Utilero 1 Puerta,59900,39990,a,http://integra.ing.puc.cl/IMAGENESTI/3414531.jpeg,Dormitorio,Muebles Dormitorio,,,,,,
1575857,Churchill,Finland Blue Plato Pan 17 cm,0,1590,a,http://integra.ing.puc.cl/IMAGENESTI/1575857.jpeg,Decohogar,Falabella TV,,,,,,
3785273,Mica,Estante de Cocina Jasmin,249990,169990,a,http://integra.ing.puc.cl/IMAGENESTI/3785273.jpeg,Dormitorio,Muebles Dormitorio,Escritorios para Dormitorio,,,,,
3591380,Thomas,"Microondas 23 lt, TH-23D02",0,49990,a,http://integra.ing.puc.cl/IMAGENESTI/3591380.jpeg,Electrohogar,Falabella TV,,,,,,
3639330,Outback,Combo Nevera GM724 ,36990,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3639330.jpeg,Deportes,Otros Deportes,Camping ,Accesorios Camping,Carpas,,,
3664392,Basement,Toalla Extra Cuerpo Beige 650 Grs,0,12990,a,http://integra.ing.puc.cl/IMAGENESTI/3664392.jpeg,Decohogar,Menaje Comedor,Bandejas y Fuentes,,,,,
2966866,Casio,Calculadora Class Pad 330,0,99990,a,http://integra.ing.puc.cl/IMAGENESTI/2966866.jpeg,Escolares,,,,,,,
3548970,Simple by Puro,Chitra Plato Comida 28 cm Rosa,0,5990,a,http://integra.ing.puc.cl/IMAGENESTI/3548970.jpeg,Decohogar,Comedor Fino,Vajilla Comedor Fino,,,,,
625095,Molyneux,Perfume Quartz Pour Femme EDT 30 ml,0,8900,a,http://integra.ing.puc.cl/IMAGENESTI/625095.jpeg,Belleza,Cuerpo,,,,,,
3491988,H2O,Gel de Ducha 250 ml Kiwi Cassis,0,7490,a,http://integra.ing.puc.cl/IMAGENESTI/3491988.jpeg,Belleza,Maquillaje,Maquillaje,,,,,
3741607,Magefesa,Tetera Sabal Roja 2 Litros,0,9790,a,http://integra.ing.puc.cl/IMAGENESTI/3741607.jpeg,Decohogar,Menaje Cocina,Bowls y Fuentes,Cuchillos de Cocina,,,,
3848935,Sony,Consola PS4 500GB,0,329990,a,http://integra.ing.puc.cl/IMAGENESTI/3848935.jpeg,Especiales ,Video juegos The Greatest hits,,,,,,
3725482,Victorinox,Bolso con Ruedas Negra,0,159990,a,http://integra.ing.puc.cl/IMAGENESTI/3725482.jpeg,Decohogar,Falabella TV,,,,,,
3690441,Diadora,Zapatilla Hombre Nigiri,0,29990,a,http://integra.ing.puc.cl/IMAGENESTI/3690441.jpeg,Especiales ,BUSCADOR ZAPATILLAS,Running,2 a 4 veces,Asfalto,Trail,Neutro,Futbol
3304770,Macadamia,Shampoo para el Pelo 300 ml,0,9590,a,http://integra.ing.puc.cl/IMAGENESTI/3304770.jpeg,Belleza,Cuerpo,Limpieza ,,,,,
3691965,Tweezerman,Pinza Grande Cinthia Rowley Acero Inoxidable,0,14990,a,http://integra.ing.puc.cl/IMAGENESTI/3691965.jpeg,Belleza,Maquillaje,,,,,,
2865517,Burts Bees,"Crema para los Ojos 14,25 gr",0,16990,a,http://integra.ing.puc.cl/IMAGENESTI/2865517.jpeg,Belleza,Rostro,Serums,,,,,
3814631,Mica,Divan Arizona 1.5 Plazas + 2 Plumones,259990,199990,a,http://integra.ing.puc.cl/IMAGENESTI/3814631.jpeg,Dormitorio,Divanes y Otros,Mantas y Pieceras,,,,,
